,attacks
8219,guess_passwd
8220,neptune
8221,normal
8222,normal
8223,neptune
8224,neptune
8225,guess_passwd
8226,processtable
8227,neptune
8228,neptune
8229,normal
8230,warezmaster
8231,normal
8232,named
8233,neptune
8234,satan
8235,neptune
8236,normal
8237,normal
8238,neptune
8239,mscan
8240,guess_passwd
8241,normal
8242,normal
8243,neptune
8244,warezmaster
8245,normal
8246,mscan
8247,mscan
8248,normal
8249,neptune
8250,normal
8251,normal
8252,normal
8253,snmpguess
8254,normal
8255,neptune
8256,mscan
8257,normal
8258,back
8259,neptune
8260,normal
8261,satan
8262,normal
8263,warezmaster
8264,normal
8265,apache2
8266,normal
8267,normal
8268,neptune
8269,normal
8270,neptune
8271,normal
8272,warezmaster
8273,normal
8274,neptune
8275,processtable
8276,processtable
8277,normal
8278,neptune
8279,normal
8280,guess_passwd
8281,normal
8282,warezmaster
8283,normal
8284,normal
8285,normal
8286,normal
8287,normal
8288,satan
8289,neptune
8290,normal
8291,satan
8292,normal
8293,neptune
8294,warezmaster
8295,normal
8296,normal
8297,normal
8298,normal
8299,normal
8300,smurf
8301,normal
8302,saint
8303,normal
8304,normal
8305,normal
8306,mscan
8307,normal
8308,normal
8309,neptune
8310,mailbomb
8311,satan
8312,normal
8313,warezmaster
8314,guess_passwd
8315,saint
8316,normal
8317,pod
8318,normal
8319,warezmaster
8320,neptune
8321,normal
8322,httptunnel
8323,normal
8324,normal
8325,normal
8326,normal
8327,processtable
8328,normal
8329,guess_passwd
8330,mscan
8331,guess_passwd
8332,processtable
8333,normal
8334,back
8335,warezmaster
8336,guess_passwd
8337,apache2
8338,normal
8339,neptune
8340,snmpgetattack
8341,httptunnel
8342,guess_passwd
8343,neptune
8344,httptunnel
8345,guess_passwd
8346,processtable
8347,neptune
8348,normal
8349,smurf
8350,normal
8351,normal
8352,smurf
8353,normal
8354,httptunnel
8355,normal
8356,smurf
8357,normal
8358,normal
8359,mscan
8360,guess_passwd
8361,httptunnel
8362,portsweep
8363,normal
8364,saint
8365,normal
8366,normal
8367,normal
8368,neptune
8369,satan
8370,normal
8371,guess_passwd
8372,neptune
8373,neptune
8374,normal
8375,satan
8376,neptune
8377,normal
8378,neptune
8379,normal
8380,normal
8381,normal
8382,normal
8383,satan
8384,neptune
8385,normal
8386,neptune
8387,neptune
8388,normal
8389,normal
8390,warezmaster
8391,mscan
8392,neptune
8393,neptune
8394,normal
8395,snmpguess
8396,normal
8397,processtable
8398,neptune
8399,processtable
8400,multihop
8401,normal
8402,normal
8403,mscan
8404,normal
8405,normal
8406,neptune
8407,normal
8408,neptune
8409,normal
8410,normal
8411,neptune
8412,neptune
8413,neptune
8414,guess_passwd
8415,normal
8416,processtable
8417,normal
8418,normal
8419,normal
8420,neptune
8421,neptune
8422,normal
8423,portsweep
8424,guess_passwd
8425,multihop
8426,normal
8427,satan
8428,smurf
8429,smurf
8430,normal
8431,neptune
8432,back
8433,normal
8434,normal
8435,mscan
8436,neptune
8437,normal
8438,warezmaster
8439,normal
8440,neptune
8441,normal
8442,normal
8443,neptune
8444,guess_passwd
8445,warezmaster
8446,neptune
8447,back
8448,normal
8449,neptune
8450,neptune
8451,apache2
8452,smurf
8453,normal
8454,back
8455,mscan
8456,saint
8457,processtable
8458,mscan
8459,mscan
8460,normal
8461,guess_passwd
8462,mscan
8463,mailbomb
8464,processtable
8465,normal
8466,neptune
8467,smurf
8468,saint
8469,normal
8470,back
8471,satan
8472,normal
8473,neptune
8474,neptune
8475,normal
8476,warezmaster
8477,normal
8478,normal
8479,smurf
8480,processtable
8481,portsweep
8482,processtable
8483,neptune
8484,mscan
8485,processtable
8486,guess_passwd
8487,normal
8488,normal
8489,normal
8490,neptune
8491,saint
8492,normal
8493,guess_passwd
8494,processtable
8495,normal
8496,guess_passwd
8497,normal
8498,normal
8499,neptune
8500,normal
8501,neptune
8502,normal
8503,neptune
8504,satan
8505,guess_passwd
8506,warezmaster
8507,satan
8508,processtable
8509,normal
8510,normal
8511,normal
8512,normal
8513,satan
8514,neptune
8515,smurf
8516,neptune
8517,normal
8518,normal
8519,normal
8520,neptune
8521,normal
8522,apache2
8523,processtable
8524,guess_passwd
8525,normal
8526,normal
8527,mailbomb
8528,neptune
8529,normal
8530,normal
8531,normal
8532,saint
8533,httptunnel
8534,warezmaster
8535,neptune
8536,normal
8537,normal
8538,normal
8539,guess_passwd
8540,neptune
8541,satan
8542,normal
8543,neptune
8544,warezmaster
8545,normal
8546,smurf
8547,normal
8548,neptune
8549,normal
8550,guess_passwd
8551,warezmaster
8552,normal
8553,normal
8554,snmpguess
8555,neptune
8556,neptune
8557,normal
8558,warezmaster
8559,neptune
8560,normal
8561,warezmaster
8562,guess_passwd
8563,normal
8564,normal
8565,neptune
8566,normal
8567,neptune
8568,apache2
8569,neptune
8570,normal
8571,normal
8572,smurf
8573,normal
8574,neptune
8575,normal
8576,normal
8577,neptune
8578,neptune
8579,normal
8580,portsweep
8581,sendmail
8582,normal
8583,apache2
8584,satan
8585,normal
8586,guess_passwd
8587,normal
8588,normal
8589,smurf
8590,apache2
8591,normal
8592,neptune
8593,mscan
8594,ipsweep
8595,normal
8596,guess_passwd
8597,normal
8598,processtable
8599,smurf
8600,normal
8601,mailbomb
8602,neptune
8603,normal
8604,warezmaster
8605,neptune
8606,normal
8607,normal
8608,normal
8609,normal
8610,saint
8611,processtable
8612,processtable
8613,normal
8614,ipsweep
8615,normal
8616,normal
8617,normal
8618,apache2
8619,apache2
8620,normal
8621,neptune
8622,normal
8623,normal
8624,satan
8625,normal
8626,back
8627,neptune
8628,normal
8629,guess_passwd
8630,normal
8631,neptune
8632,normal
8633,normal
8634,neptune
8635,neptune
8636,saint
8637,normal
8638,normal
8639,guess_passwd
8640,normal
8641,normal
8642,normal
8643,normal
8644,normal
8645,saint
8646,buffer_overflow
8647,normal
8648,guess_passwd
8649,normal
8650,mscan
8651,saint
8652,smurf
8653,multihop
8654,guess_passwd
8655,normal
8656,normal
8657,normal
8658,normal
8659,back
8660,normal
8661,normal
8662,normal
8663,neptune
8664,apache2
8665,snmpguess
8666,normal
8667,saint
8668,satan
8669,satan
8670,normal
8671,smurf
8672,apache2
8673,normal
8674,normal
8675,neptune
8676,normal
8677,normal
8678,neptune
8679,neptune
8680,normal
8681,normal
8682,neptune
8683,ipsweep
8684,normal
8685,neptune
8686,normal
8687,snmpguess
8688,snmpguess
8689,warezmaster
8690,warezmaster
8691,portsweep
8692,normal
8693,normal
8694,guess_passwd
8695,smurf
8696,normal
8697,normal
8698,normal
8699,udpstorm
8700,warezmaster
8701,normal
8702,normal
8703,normal
8704,normal
8705,processtable
8706,normal
8707,mscan
8708,normal
8709,mscan
8710,ipsweep
8711,mscan
8712,normal
8713,normal
8714,processtable
8715,normal
8716,normal
8717,normal
8718,warezmaster
8719,mailbomb
8720,saint
8721,satan
8722,normal
8723,smurf
8724,warezmaster
8725,normal
8726,normal
8727,normal
8728,mscan
8729,normal
8730,normal
8731,mscan
8732,mscan
8733,warezmaster
8734,ipsweep
8735,neptune
8736,normal
8737,neptune
8738,normal
8739,neptune
8740,neptune
8741,processtable
8742,pod
8743,normal
8744,satan
8745,back
8746,neptune
8747,normal
8748,normal
8749,portsweep
8750,normal
8751,normal
8752,normal
8753,normal
8754,normal
8755,normal
8756,apache2
8757,neptune
8758,portsweep
8759,neptune
8760,neptune
8761,processtable
8762,normal
8763,normal
8764,normal
8765,xterm
8766,normal
8767,neptune
8768,normal
8769,normal
8770,satan
8771,normal
8772,normal
8773,normal
8774,normal
8775,neptune
8776,normal
8777,normal
8778,saint
8779,satan
8780,warezmaster
8781,apache2
8782,normal
8783,neptune
8784,normal
8785,normal
8786,neptune
8787,saint
8788,normal
8789,normal
8790,neptune
8791,normal
8792,normal
8793,normal
8794,normal
8795,satan
8796,neptune
8797,normal
8798,neptune
8799,normal
8800,processtable
8801,normal
8802,satan
8803,normal
8804,snmpguess
8805,neptune
8806,warezmaster
8807,warezmaster
8808,neptune
8809,neptune
8810,mscan
8811,normal
8812,snmpguess
8813,normal
8814,normal
8815,processtable
8816,neptune
8817,smurf
8818,processtable
8819,neptune
8820,normal
8821,normal
8822,smurf
8823,neptune
8824,neptune
8825,warezmaster
8826,normal
8827,guess_passwd
8828,processtable
8829,normal
8830,normal
8831,normal
8832,normal
8833,neptune
8834,neptune
8835,neptune
8836,neptune
8837,portsweep
8838,normal
8839,normal
8840,neptune
8841,guess_passwd
8842,normal
8843,neptune
8844,warezmaster
8845,neptune
8846,normal
8847,mailbomb
8848,normal
8849,warezmaster
8850,normal
8851,normal
8852,smurf
8853,normal
8854,back
8855,normal
8856,neptune
8857,neptune
8858,neptune
8859,mailbomb
8860,nmap
8861,smurf
8862,portsweep
8863,processtable
8864,apache2
8865,apache2
8866,neptune
8867,satan
8868,normal
8869,guess_passwd
8870,satan
8871,neptune
8872,normal
8873,normal
8874,neptune
8875,mailbomb
8876,normal
8877,neptune
8878,normal
8879,neptune
8880,normal
8881,neptune
8882,normal
8883,mscan
8884,normal
8885,neptune
8886,snmpgetattack
8887,snmpguess
8888,neptune
8889,satan
8890,neptune
8891,snmpguess
8892,neptune
8893,normal
8894,mscan
8895,satan
8896,apache2
8897,normal
8898,neptune
8899,neptune
8900,neptune
8901,normal
8902,normal
8903,normal
8904,normal
8905,normal
8906,back
8907,neptune
8908,normal
8909,normal
8910,mscan
8911,normal
8912,normal
8913,normal
8914,saint
8915,normal
8916,satan
8917,normal
8918,normal
8919,neptune
8920,normal
8921,normal
8922,guess_passwd
8923,mscan
8924,normal
8925,normal
8926,neptune
8927,mailbomb
8928,normal
8929,neptune
8930,snmpguess
8931,neptune
8932,guess_passwd
8933,normal
8934,neptune
8935,normal
8936,satan
8937,normal
8938,guess_passwd
8939,normal
8940,mscan
8941,normal
8942,normal
8943,ipsweep
8944,normal
8945,neptune
8946,mscan
8947,mscan
8948,normal
8949,smurf
8950,neptune
8951,apache2
8952,normal
8953,normal
8954,normal
8955,normal
8956,satan
8957,normal
8958,normal
8959,guess_passwd
8960,normal
8961,mscan
8962,normal
8963,normal
8964,satan
8965,normal
8966,guess_passwd
8967,neptune
8968,neptune
8969,mailbomb
8970,normal
8971,neptune
8972,normal
8973,satan
8974,normal
8975,normal
8976,neptune
8977,satan
8978,neptune
8979,satan
8980,mscan
8981,warezmaster
8982,normal
8983,saint
8984,normal
8985,mscan
8986,normal
8987,neptune
8988,warezmaster
8989,satan
8990,httptunnel
8991,processtable
8992,warezmaster
8993,processtable
8994,neptune
8995,portsweep
8996,normal
8997,normal
8998,mscan
8999,normal
9000,normal
9001,satan
9002,smurf
9003,normal
9004,normal
9005,snmpgetattack
9006,neptune
9007,neptune
9008,normal
9009,warezmaster
9010,guess_passwd
9011,mscan
9012,normal
9013,apache2
9014,normal
9015,mailbomb
9016,neptune
9017,normal
9018,neptune
9019,normal
9020,neptune
9021,normal
9022,normal
9023,neptune
9024,normal
9025,apache2
9026,normal
9027,normal
9028,neptune
9029,normal
9030,mscan
9031,normal
9032,normal
9033,normal
9034,normal
9035,apache2
9036,warezmaster
9037,neptune
9038,normal
9039,normal
9040,snmpguess
9041,apache2
9042,nmap
9043,normal
9044,normal
9045,saint
9046,mailbomb
9047,guess_passwd
9048,normal
9049,normal
9050,pod
9051,normal
9052,apache2
9053,apache2
9054,nmap
9055,neptune
9056,smurf
9057,normal
9058,neptune
9059,warezmaster
9060,neptune
9061,apache2
9062,normal
9063,buffer_overflow
9064,apache2
9065,back
9066,snmpguess
9067,neptune
9068,neptune
9069,neptune
9070,satan
9071,guess_passwd
9072,normal
9073,normal
9074,satan
9075,normal
9076,guess_passwd
9077,neptune
9078,normal
9079,normal
9080,neptune
9081,normal
9082,neptune
9083,neptune
9084,normal
9085,apache2
9086,warezmaster
9087,normal
9088,neptune
9089,neptune
9090,guess_passwd
9091,normal
9092,normal
9093,normal
9094,normal
9095,warezmaster
9096,warezmaster
9097,saint
9098,normal
9099,normal
9100,normal
9101,normal
9102,apache2
9103,mailbomb
9104,normal
9105,guess_passwd
9106,normal
9107,normal
9108,normal
9109,warezmaster
9110,normal
9111,normal
9112,normal
9113,neptune
9114,satan
9115,normal
9116,neptune
9117,processtable
9118,snmpgetattack
9119,normal
9120,normal
9121,normal
9122,normal
9123,normal
9124,apache2
9125,normal
9126,normal
9127,rootkit
9128,apache2
9129,mscan
9130,normal
9131,guess_passwd
9132,smurf
9133,normal
9134,normal
9135,normal
9136,snmpguess
9137,back
9138,normal
9139,normal
9140,neptune
9141,neptune
9142,normal
9143,portsweep
9144,normal
9145,neptune
9146,normal
9147,apache2
9148,neptune
9149,guess_passwd
9150,guess_passwd
9151,normal
9152,processtable
9153,normal
9154,guess_passwd
9155,mscan
9156,ipsweep
9157,warezmaster
9158,apache2
9159,normal
9160,mscan
9161,satan
9162,portsweep
9163,normal
9164,neptune
9165,normal
9166,normal
9167,satan
9168,normal
9169,neptune
9170,apache2
9171,smurf
9172,normal
9173,apache2
9174,neptune
9175,normal
9176,portsweep
9177,normal
9178,normal
9179,normal
9180,ipsweep
9181,neptune
9182,neptune
9183,normal
9184,satan
9185,neptune
9186,mscan
9187,normal
9188,neptune
9189,guess_passwd
9190,normal
9191,mailbomb
9192,normal
9193,mailbomb
9194,warezmaster
9195,satan
9196,saint
9197,apache2
9198,portsweep
9199,normal
9200,mailbomb
9201,normal
9202,normal
9203,normal
9204,smurf
9205,mscan
9206,normal
9207,neptune
9208,normal
9209,neptune
9210,mscan
9211,mailbomb
9212,neptune
9213,normal
9214,processtable
9215,normal
9216,neptune
9217,guess_passwd
9218,normal
9219,neptune
9220,guess_passwd
9221,normal
9222,normal
9223,warezmaster
9224,normal
9225,normal
9226,neptune
9227,apache2
9228,mscan
9229,mailbomb
9230,ipsweep
9231,normal
9232,warezmaster
9233,apache2
9234,normal
9235,apache2
9236,normal
9237,normal
9238,saint
9239,apache2
9240,normal
9241,warezmaster
9242,neptune
9243,guess_passwd
9244,mscan
9245,neptune
9246,normal
9247,back
9248,neptune
9249,neptune
9250,warezmaster
9251,normal
9252,neptune
9253,normal
9254,back
9255,neptune
9256,normal
9257,normal
9258,httptunnel
9259,satan
9260,normal
9261,normal
9262,normal
9263,neptune
9264,normal
9265,back
9266,neptune
9267,normal
9268,normal
9269,normal
9270,apache2
9271,mscan
9272,normal
9273,guess_passwd
9274,normal
9275,normal
9276,smurf
9277,normal
9278,normal
9279,normal
9280,neptune
9281,neptune
9282,neptune
9283,processtable
9284,smurf
9285,mscan
9286,mscan
9287,neptune
9288,normal
9289,normal
9290,normal
9291,smurf
9292,neptune
9293,warezmaster
9294,normal
9295,guess_passwd
9296,processtable
9297,normal
9298,warezmaster
9299,normal
9300,guess_passwd
9301,normal
9302,normal
9303,smurf
9304,neptune
9305,neptune
9306,processtable
9307,normal
9308,normal
9309,normal
9310,satan
9311,mscan
9312,neptune
9313,neptune
9314,normal
9315,normal
9316,normal
9317,neptune
9318,snmpguess
9319,saint
9320,neptune
9321,normal
9322,normal
9323,neptune
9324,normal
9325,normal
9326,mailbomb
9327,normal
9328,neptune
9329,neptune
9330,mscan
9331,normal
9332,neptune
9333,warezmaster
9334,normal
9335,normal
9336,normal
9337,neptune
9338,guess_passwd
9339,neptune
9340,neptune
9341,normal
9342,neptune
9343,smurf
9344,warezmaster
9345,neptune
9346,normal
9347,neptune
9348,neptune
9349,normal
9350,neptune
9351,normal
9352,neptune
9353,normal
9354,mscan
9355,normal
9356,normal
9357,normal
9358,pod
9359,normal
9360,mscan
9361,portsweep
9362,normal
9363,normal
9364,normal
9365,normal
9366,mailbomb
9367,normal
9368,normal
9369,normal
9370,normal
9371,processtable
9372,normal
9373,normal
9374,normal
9375,normal
9376,httptunnel
9377,xterm
9378,mscan
9379,warezmaster
9380,normal
9381,satan
9382,mscan
9383,warezmaster
9384,mscan
9385,normal
9386,normal
9387,normal
9388,normal
9389,normal
9390,neptune
9391,normal
9392,normal
9393,normal
9394,neptune
9395,guess_passwd
9396,mscan
9397,normal
9398,back
9399,normal
9400,neptune
9401,neptune
9402,normal
9403,normal
9404,guess_passwd
9405,normal
9406,normal
9407,normal
9408,normal
9409,normal
9410,normal
9411,neptune
9412,normal
9413,normal
9414,normal
9415,smurf
9416,neptune
9417,mailbomb
9418,warezmaster
9419,normal
9420,back
9421,warezmaster
9422,guess_passwd
9423,neptune
9424,normal
9425,normal
9426,neptune
9427,normal
9428,neptune
9429,normal
9430,normal
9431,back
9432,normal
9433,warezmaster
9434,normal
9435,neptune
9436,sendmail
9437,smurf
9438,warezmaster
9439,normal
9440,neptune
9441,mscan
9442,neptune
9443,normal
9444,neptune
9445,satan
9446,neptune
9447,smurf
9448,mscan
9449,normal
9450,apache2
9451,normal
9452,normal
9453,normal
9454,neptune
9455,normal
9456,snmpguess
9457,snmpguess
9458,normal
9459,mailbomb
9460,ipsweep
9461,neptune
9462,warezmaster
9463,normal
9464,mscan
9465,guess_passwd
9466,normal
9467,guess_passwd
9468,smurf
9469,normal
9470,land
9471,normal
9472,normal
9473,normal
9474,normal
9475,neptune
9476,normal
9477,apache2
9478,normal
9479,neptune
9480,normal
9481,normal
9482,normal
9483,normal
9484,back
9485,normal
9486,back
9487,neptune
9488,smurf
9489,normal
9490,normal
9491,normal
9492,guess_passwd
9493,neptune
9494,neptune
9495,mscan
9496,normal
9497,normal
9498,normal
9499,mscan
9500,smurf
9501,normal
9502,apache2
9503,warezmaster
9504,normal
9505,guess_passwd
9506,normal
9507,apache2
9508,normal
9509,warezmaster
9510,guess_passwd
9511,satan
9512,neptune
9513,normal
9514,normal
9515,apache2
9516,normal
9517,normal
9518,neptune
9519,neptune
9520,mailbomb
9521,normal
9522,normal
9523,normal
9524,ipsweep
9525,neptune
9526,neptune
9527,normal
9528,normal
9529,normal
9530,normal
9531,normal
9532,normal
9533,normal
9534,normal
9535,normal
9536,neptune
9537,neptune
9538,normal
9539,warezmaster
9540,normal
9541,normal
9542,normal
9543,smurf
9544,neptune
9545,neptune
9546,mscan
9547,warezmaster
9548,neptune
9549,neptune
9550,normal
9551,normal
9552,processtable
9553,normal
9554,normal
9555,neptune
9556,guess_passwd
9557,neptune
9558,normal
9559,normal
9560,guess_passwd
9561,neptune
9562,neptune
9563,neptune
9564,normal
9565,neptune
9566,processtable
9567,satan
9568,neptune
9569,normal
9570,normal
9571,normal
9572,normal
9573,normal
9574,neptune
9575,normal
9576,normal
9577,normal
9578,normal
9579,mscan
9580,httptunnel
9581,normal
9582,normal
9583,neptune
9584,normal
9585,normal
9586,normal
9587,normal
9588,neptune
9589,smurf
9590,normal
9591,normal
9592,normal
9593,normal
9594,apache2
9595,normal
9596,neptune
9597,normal
9598,normal
9599,saint
9600,normal
9601,normal
9602,guess_passwd
9603,neptune
9604,warezmaster
9605,normal
9606,guess_passwd
9607,normal
9608,neptune
9609,neptune
9610,normal
9611,smurf
9612,normal
9613,warezmaster
9614,neptune
9615,normal
9616,apache2
9617,neptune
9618,normal
9619,normal
9620,ipsweep
9621,processtable
9622,apache2
9623,normal
9624,neptune
9625,satan
9626,normal
9627,normal
9628,apache2
9629,warezmaster
9630,normal
9631,warezmaster
9632,normal
9633,processtable
9634,normal
9635,satan
9636,normal
9637,normal
9638,normal
9639,normal
9640,normal
9641,normal
9642,neptune
9643,normal
9644,neptune
9645,normal
9646,snmpgetattack
9647,warezmaster
